389;;Mazedonien;
389;2;Mazedonien;Skopje
389;31;Mazedonien;Kumanovo, Kratovo, Kriva Palanka
389;32;Mazedonien;Shtip, Radovish, Probishtip, Probishtip, Sveti Nikole
389;33;Mazedonien;Kochani, Vinica, Delchevo, Berovo, Pehchevo
389;34;Mazedonien;Strumica, Gevgelija, Valandovo, Dojran
389;42;Mazedonien;Gostivar
389;43;Mazedonien;Veles, Negotino, Kavadarci
389;44;Mazedonien;Tetovo
389;43;Mazedonien;Kichevo
389;46;Mazedonien;Ohrid, Struga, Debar
389;47;Mazedonien;Bitola, Resen, Demir Hisar
389;48;Mazedonien;Prilep, Krushevo, Makedonski Brod
389;70;Mazedonien;Mobile Phone (Makedonski)
389;71;Mazedonien;Mobile Phone (Makedonski)